id,utterance,logical_form
210,"Could you please find three <category> in the <room>
","( find ( lambda $1 e ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) 3 )
"
211,"bring me the lightest <category> from the <location>
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( lightest $1 ) ) "" <location> "" )
"
212,"Could you please give the <object> to the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
213,"Tell me what's the thinnest object on the <location>
","( say ( lambda $1 e ( and ( thinnest $1 ) ( at $1 "" <location> "" ) ) ) )
"
214,"look for a person in the <room> and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
215,"Tell me what's the heaviest object on the <location>
","( say ( lambda $1 e ( and ( heaviest $1 ) ( at $1 "" <location> "" ) ) ) )
"
216,"look for a boy in the <room> and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
217,"grasp the <object> from the <room> to the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) "" <location> "" )
"
218,"bring me the thinnest <category> from the <location>
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( thinnest $1 ) ) "" <location> "" )
"
219,"Tell me what's the smallest object on the <location>
","( say ( lambda $1 e ( and ( smallest $1 ) ( at $1 "" <location> "" ) ) ) )
"
220,"bring me the heaviest <category> from the <location>
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( heaviest $1 ) ) "" <location> "" )
"
221,"Could you please look for the <object> in the <room>
","( find ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) )
"
222,"go to the <location> , meet <name> , and follow them
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
223,"Tell me what's the lightest object on the <location>
","( say ( lambda $1 e ( and ( lightest $1 ) ( at $1 "" <location> "" ) ) ) )
"
224,"locate someone in the <room> and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
225,"Please give me the largest object from the <location>
","( bring ( lambda $1 e ( largest $1 ) ) "" <location> "" )
"
226,"go to the <room> , find a woman , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
227,"go to the <room> , locate a boy , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
228,"locate a person in the <room> and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
229,"say <whattosay> to the person <gesture> in the <room>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
230,"go to the <room> , find a girl , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
231,"go to the <room> , locate a man , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
232,"Could you please grasp the <object> to the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
233,"Please give me the biggest object from the <location>
","( bring ( lambda $1 e ( biggest $1 ) ) "" <location> "" )
"
234,"look for a girl in the <room> and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
235,"Please give me the thinnest object from the <location>
","( bring ( lambda $1 e ( thinnest $1 ) ) "" <location> "" )
"
236,"deliver <object> to the <gesture> person in the <room>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
237,"find a female person in the <room> and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
238,"Could you please locate three <category> in the <room>
","( find ( lambda $1 e ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) 3 )
"
239,"go to the <room> , locate a girl , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
240,"get the <object> from the <location> to the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
241,"accompany <name> from the <location> to the <location>
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
242,"locate a male person in the <room> and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
243,"go to the <room> , find someone , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
244,"tell <whattosay> to the person <gesture> in the <room>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
245,"Please give me the lightest object from the <location>
","( bring ( lambda $1 e ( lightest $1 ) ) "" <location> "" )
"
246,"go to the <room> , find a person , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
247,"pick up the <object> from the <room> to the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <room> "" ) ) "" <location> "" )
"
248,"Please give me the heaviest object from the <location>
","( bring ( lambda $1 e ( heaviest $1 ) ) "" <location> "" )
"
249,"go to the <room> , locate <name> , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <room> "" ) ) )
"
250,"Please bring me the largest object from the <location>
","( bring ( lambda $1 e ( largest $1 ) ) "" <location> "" )
"
251,"look for a woman in the <room> and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
252,"go to the <room> , find a woman , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
253,"go to the <room> , locate a man , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
254,"get the <object> from the <location> and give it to me
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
255,"take the <object> from the <location> to the <location>
","UNKNOWN
"
256,"Please bring me the lightest object from the <location>
","( bring ( lambda $1 e ( lightest $1 ) ) "" <location> "" )
"
257,"Tell me what's the largest <category> on the <location>
","( say ( lambda $1 e ( and ( largest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
258,"Please give me the left most object from the <location>
","( bring ( lambda $1 e ( leftmost $1 "" <location> "" ) ) )
"
259,"go to the <location> , meet <name> , and accompany them
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
260,"get the <object> from the <location> and bring it to me
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
261,"Tell me how many <category> there are on the <location>
","( count ( lambda $1 e ( and ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
262,"look for a person in the <room> and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
263,"take the <object> from the <location> and give it to me
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ( at $1 "" <location> "" ) ) )
"
264,"Could you please pick up the <object> to the <location>
","( put ( lambda $1 e ( is_a $1 "" <object> "" ) ) "" <location> "" )
"
265,"go to the <room> , look for a boy , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
266,"Please bring me the heaviest object from the <location>
","( bring ( lambda $1 e ( heaviest $1 ) ) "" <location> "" )
"
267,"go to the <room> , locate a woman , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
268,"Please bring me the smallest object from the <location>
","( bring ( lambda $1 e ( smallest $1 ) ) "" <location> "" )
"
269,"Tell me what's the biggest <category> on the <location>
","( say ( lambda $1 e ( and ( biggest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
270,"go to the <room> , look for a man , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
271,"go to the <room> , find a person , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
272,"find a person sitting in the <room> and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( sitting $1 ) ( at $1 "" <room> "" ) ) )
"
273,"go to the <room> , locate <name> , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <room> "" ) ) )
"
274,"go to the <room> , locate a girl , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
275,"give the <object> to the person <gesture> in the <room>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
276,"find a female person in the <room> and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
277,"Please lead <name> from the <location> to the <location>
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
278,"Could you please look for three <category> in the <room>
","( find ( lambda $1 e ( is_a $1 "" <category> "" ) ( at $1 "" <room> "" ) ) 3 )
"
279,"Could you give me the biggest object from the <location>
","( bring ( lambda $1 e ( biggest $1 ) ) "" <location> "" )
"
280,"go to the <room> , locate someone , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
281,"go to the <room> , look for <name> , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <room> "" ) ) )
"
282,"find a person sitting in the <room> and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( sitting $1 ) ( at $1 "" <room> "" ) ) )
"
283,"go to the <room> , find a girl , and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
284,"guide the <object> from the <location> to the <location>
","UNKNOWN
"
285,"Tell me what's the lightest <category> on the <location>
","( say ( lambda $1 e ( and ( lightest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
286,"go to the <room> , locate a person , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
287,"go to the <room> , look for a boy , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
288,"Tell me what's the thinnest <category> on the <location>
","( say ( lambda $1 e ( and ( thinnest $1 ) ( is_a $1 "" <category> "" ) ( at $1 "" <location> "" ) ) ) )
"
289,"go to the <location> , meet the <object> , and follow it
","UNKNOWN
"
290,"Please give me the right most object from the <location>
","( bring ( lambda $1 e ( rightmost $1 "" <location> "" ) ) )
"
291,"find a person standing in the <room> and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( standing $1 ) ( at $1 "" <room> "" ) ) )
"
292,"Could you give me the largest object from the <location>
","( bring ( lambda $1 e ( largest $1 ) ) "" <location> "" )
"
293,"find a male person in the <room> and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
294,"locate a female person in the <room> and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
295,"bring the <object> to the person <gesture> in the <room>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
296,"go to the <room> , find <name> , and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <room> "" ) ) )
"
297,"find a person <gesture> in the <room> and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
298,"go to the <room> , look for <name> , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <room> "" ) ) )
"
299,"Please go to the <location> , meet <name> , and take them
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
300,"Could you give me the smallest object from the <location>
","( bring ( lambda $1 e ( smallest $1 ) ) "" <location> "" )
"
301,"Please guide <name> from the <location> to the <location>
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) "" <location> "" )
"
302,"Could you bring me the biggest object from the <location>
","( bring ( lambda $1 e ( biggest $1 ) ) "" <location> "" )
"
303,"look for a male person in the <room> and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
304,"answer a <question> to the person <gesture> in the <room>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
305,"Please give me the largest <category> from the <location>
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( largest $1 ) ) "" <location> "" )
"
306,"lead the <category> from the <location> to the <location>
","UNKNOWN
"
307,"take the <category> from the <location> to the <location>
","UNKNOWN
"
308,"go to the <room> , look for a girl , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
309,"Could you give me the lightest object from the <location>
","( bring ( lambda $1 e ( lightest $1 ) ) "" <location> "" )
"
310,"go to the <room> , locate a man , and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
311,"escort the <object> from the <location> to the <location>
","UNKNOWN
"
312,"go to the <room> , look for a woman , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
313,"give me the object under the <object> from the <location>
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( below $1 $2 ) ) ) "" <location> "" )
"
314,"find a person standing in the <room> and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( standing $1 ) ( at $1 "" <room> "" ) ) )
"
315,"go to the <room> , look for someone , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( at $1 "" <room> "" ) ) )
"
316,"go to the <room> , find a woman , and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
317,"navigate to the <location> , meet <name> , and guide them
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
318,"go to the <room> , locate a boy , and answer a <question>
","( say ( answer "" <question> "" ) ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
319,"Please give me the biggest <category> from the <location>
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( biggest $1 ) ) "" <location> "" )
"
320,"Please go to the <location> , meet <name> , and lead them
","( guide ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) UNKNOWN )
"
321,"navigate to the <room> , find a girl , and say <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( female $1 ) ( at $1 "" <room> "" ) ) )
"
322,"Please give me the thinnest <category> from the <location>
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( thinnest $1 ) ) "" <location> "" )
"
323,"Please give <object> to the <gesture> person in the <room>
","( bring ( lambda $1 e ( is_a $1 "" <object> "" ) ) ( lambda $1 e ( person $1 ) ( is $1 "" <gesture> "" ) ( at $1 "" <room> "" ) ) )
"
324,"guide the <category> from the <location> to the <location>
","UNKNOWN
"
325,"Could you bring me the thinnest object from the <location>
","( bring ( lambda $1 e ( thinnest $1 ) ) "" <location> "" )
"
326,"bring me the object under the <object> from the <location>
","( bring ( lambda $1 e ( lambda $2 e ( is_a $2 "" <object> "" ) ( below $1 $2 ) ) ) "" <location> "" )
"
327,"locate a person sitting in the <room> and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( sitting $1 ) ( at $1 "" <room> "" ) ) )
"
328,"navigate to the <location> , meet <name> , and follow them
","( follow ( lambda $1 e ( person $1 ) ( name $1 "" <name> "" ) ( at $1 "" <location> "" ) ) )
"
329,"navigate to the <room> , find a man , and tell <whattosay>
","( say "" <whattosay> "" ( lambda $1 e ( person $1 ) ( male $1 ) ( at $1 "" <room> "" ) ) )
"
330,"Please give me the heaviest <category> from the <location>
","( bring ( lambda $1 e ( is_a $1 "" <category> "" ) ( heaviest $1 ) ) "" <location> "" )
"
